//编号		ICON	模型1	模型2	模型3	模型4	模型5	船标志	船体型号	类型	获得前缀几率	套装编号	精炼等级	安定值	唯一ID	交易	拾取	丢弃	可否删除	是否叠加	是否实例化	价格	体形	角色等级	职业	角色称号	角色名声	道具可装备位置	道具装备所替换位置	道具拾取进入位置判断	Str系数加成	Agi系数加成	Dex系数加成	Con系数加成	Sta系数加成	Luk系数加成	攻击频率系数加成	攻击距离系数加成	最小攻击力系数加成	最大攻击力系数加成	防御系数加成	Mxhp系数加成	Mxsp系数加成	flee系数加成	hit系数加成	crt系数加成	mf系数加成	hrec系数加成	srec系数加成	mspd系数加成	col系数加成	Str常数加成	Agi常数加成	Dex常数加成	Con常数加成	Sta常数加成	Luk常数加成	攻击频率常数加成	攻击距离常数加成	最小攻击力常数加成	最大攻击力常数加成	防御常数加成	Mxhp常数加成	Mxsp常数加成	flee常数加成	hit常数加成	crt常数加成	mf常数加成	hrec常数加成	srec常数加成	mspd常数加成	col常数加成	物理抵抗	道具左手发挥标识	道具能量	耐久	最大实例化洞数	船耐久恢复	可装炮数量	船员人数	人员标配	货舱容量	补给消耗	炮弹飞行速度	船移动速度	使用效果	挥舞特效	道具捆绑特效	道具捆绑特效dummy	道具显示特效(道具放在物品栏第一格的显示特效)	道具掉落模型特效	道具使用特效	描述（道具等级）	备注
0040	精致猎枪	w0025	10100004	01040004	0	03040004	0	0	00	4	10	0	0	6	1	1	1	1	1	1	1	180876	1,3	50	12	0	0	9	9,6	0	0,0	0,0	0,0	0,0	0,0	0,0	-150,-100	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,13	0,13	0,13	0,13	0,13	0,0	0,0	0,0	182,212	274,320	0,0	0,0	0,0	0,0	-10,-10	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0041	圣光枪	w0026	10100004	01040005	0	03040005	0	0	00	4	10	0	0	5	1	1	1	1	1	1	1	283754	1,3	60	12	0	0	9	9,6	0	0,0	0,0	0,0	0,0	0,0	0,0	-160,-100	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,15	0,15	0,15	0,15	0,15	0,0	0,0	0,0	212,238	318,360	0,0	0,0	0,0	0,0	-12,-12	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0042	毒星枪	w0027	10100004	01040006	0	03040006	0	0	00	4	10	0	0	4	1	1	1	1	1	1	1	415662	1,3	70	12	0	0	9	9,6	0	0,0	0,0	0,0	0,0	0,0	0,0	-170,-170	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,17	0,17	0,17	0,17	0,17	0,0	0,0	0,0	238,264	358,396	0,0	0,0	0,0	0,0	-14,-14	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	不知道那里来的东西，类似火枪，据说可以射出带毒的子弹	
0043	火神之星	w0028	10100004	01040007	0	03040007	0	0	00	4	10	0	0	4	1	1	1	1	1	1	1	578932	1,3	80	12	0	0	9	9,6	0	0,0	0,0	0,0	0,0	0,0	0,0	-180,-180	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,19	0,19	0,19	0,19	0,19	0,0	0,0	0,0	264,286	396,430	0,0	0,0	0,0	0,0	-16,-16	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0044	礼品手枪	w0024	10100004	01040003	0	03040003	0	0	00	4	10	0	0	6	1	1	1	1	1	1	1	139140	1,3	45	12	0	0	9	9,6	0	0,0	0,0	0,0	0,0	0,0	0,0	-140,-100	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,12	0,12	0,12	0,12	0,12	0,0	0,0	0,0	167,197	251,297	0,0	0,0	0,0	0,0	-9,-9	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0045	速射火枪	w0025	10100004	01040004	0	03040004	0	0	00	4	10	0	0	6	1	1	1	1	1	1	1	228440	1,3	55	12	0	0	9	9,6	0	0,0	0,0	0,0	0,0	0,0	0,0	-150,-100	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,14	0,14	0,14	0,14	0,14	0,0	0,0	0,0	197,227	297,339	0,0	0,0	0,0	0,0	-11,-11	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0046	Cabal兑奖卷	n1722	10130005	0	0	0	0	0	00	26	0	0	0	0	0	0	0	0	1	1	1	0	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	240,240	5000,5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	快去找白银城兑奖管理员槟果领取你的Cabal激活码吧	
0047	开学大礼包	n1733	10130005	0	0	0	0	0	00	31	0	0	0	0	0	1	1	1	1	99	0	1000	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	ItemUse_kxdlb	0	0	0	0	0	0	双击看到无限豪礼酷装在其中	
0048	毛蟹	n1897	10130005	0	0	0	0	0	00	41	0	0	0	0	1	0	0	0	1	1	1	0	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	0,0	0	0	0	0	0	0	0	0	0	ItemUse_littlecrab	0	0	0	0	0	0	美味的毛蟹，食用之后，2分钟内经验提增5倍喔！只在角色86级前有效！	
0049	双刃刀	w0029	10100005	0	02050001	03050001	0	0	00	31	10	0	0	4	1	1	1	1	1	1	1	0	-1	0	1,8,9,10,3	0	0	9	9,6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	6,6	18,18	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	初级水手用的刀，两面开刃，方便切割东西	
0050	长刀	w0030	10100005	0	02050002	03050002	0	0	00	31	10	0	0	4	1	1	1	1	1	1	1	500	-1	0	1,8,9,10,3	0	0	9	9,6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	42,42	126,126	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	比较长的刀，适合登陆战使用	
0051	东洋刀	w0031	10100005	0	02050003	03050003	0	0	00	31	10	0	0	4	1	1	1	1	1	1	1	5000	-1	0	1,8,9,10,3	0	0	9	9,6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	90,90	270,270	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	近身搏击的利器，从东洋流传过来的凶器	
0052	弯刀	w0032	10100005	0	02050004	03050004	0	0	00	31	10	0	0	4	1	1	1	1	1	1	1	50000	-1	0	1,8,9,10,3	0	0	9	9,6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	150,150	450,450	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	圆弧的刀身，挥舞起来要比其他的刀要略微快些	
0053	水纹刀	w0033	10100005	0	02050005	03050005	0	0	00	31	10	0	0	4	1	1	1	1	1	1	1	500000	-1	0	1,8,9,10,3	0	0	9	9,6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	222,222	666,666	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	有邪恶生物靠近的时候，刀面上会荡漾着波纹给主人力量的源泉	
0054	?刀	w0034	10100005	0	02050006	03050006	0	0	00	31	10	0	0	4	1	1	1	1	1	1	1	5000000	-1	0	1,8,9,10,3	0	0	9	9,6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	306,306	918,918	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	传说中黑暗的武器，只有伟大的水手才能操控它的力量	
0055	魍魉刀	w0035	10100005	0	02050007	03050007	0	0	00	31	10	0	0	4	1	1	1	1	1	1	1	5000000	-1	0	1,8,9,10,3	0	0	9	9,6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	306,306	918,918	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	从恶魔墓穴里挖出来的刀，散发着极端邪恶的气息	
0056	大闸蟹	n1898	10130005	0	0	0	0	0	00	41	0	0	0	0	1	0	0	0	1	1	1	0	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	0,0	0	0	0	0	0	0	0	0	0	ItemUse_bigcrab	0	0	0	0	0	0	滑嫩的大闸蟹，食用之后，2分钟内经验提增20倍耶！只在角色86级前有效！	
0057	蟹绳	n1899	10130005	0	0	0	0	0	00	41	0	0	0	0	1	1	1	1	1	99	1	0	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	蟹农用来捆绑螃蟹的绳子。据说由此绳捆过的螃蟹，能更加诱导出蟹之鲜香！	
0058	蟹苗	n1900	10130005	0	0	0	0	0	00	41	0	0	0	0	1	1	1	1	1	1	1	0	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	7200,7200	0,0	0	0	0	0	0	0	0	0	0	ItemUse_babycrab	0	0	0	0	0	0	培育蟹王的蟹仔，食用后，可获得1000点经验！不过，将其培育成蟹王将发挥更大威力！	
0059	蟹王	n1901	10130005	0	0	0	0	0	00	41	0	0	0	0	1	0	0	0	1	1	1	0	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	0,0	0	0	0	0	0	0	0	0	0	ItemUse_kingcrab	0	0	0	0	0	0	蟹中之王，享誉海盗世界之美味！食用后，将有意想不到的神奇效果喔！	
0060	超级蟹用激素	n1902	10130005	0	0	0	0	0	00	41	0	0	0	0	1	1	1	1	1	99	1	0	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	小小研究生发明的刺激蟹苗成长之药物。	
0061	石膏拳套	w0036	10100006	0	02060001	03060001	0	0	00	31	10	0	0	4	1	1	1	1	1	1	1	0	-1	0	3	0	0	9	9,6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	4,4	12,12	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	石膏做的拳套，比较便宜，是初级水手的选择	
0062	搏击手套	w0037	10100006	0	02060002	03060002	0	0	00	31	10	0	0	4	1	1	1	1	1	1	1	500	-1	0	3	0	0	9	9,6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	28,28	84,84	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	搏击选手用的拳套	
0063	职业拳击套	w0038	10100006	0	02060003	03060003	0	0	00	31	10	0	0	4	1	1	1	1	1	1	1	5000	-1	0	3	0	0	9	9,6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	60,60	180,180	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	职业选手的拳套，让你知道拳头才是硬道理	
0064	铁牙刃	w0039	10100006	0	02060004	03060004	0	0	00	31	10	0	0	4	1	1	1	1	1	1	1	50000	-1	0	3	0	0	9	9,6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	100,100	300,300	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	铁制的拳刃，杀人越货的利器，是晋升高级水手的标志	
0065	大地之刃	w0040	10100006	0	02060005	03060005	0	0	00	31	10	0	0	4	1	1	1	1	1	1	1	500000	-1	0	3	0	0	9	9,6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	148,148	444,444	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	水手的利刃，能切断一切物品	
0066	虎王拳套	w0041	10100006	0	02060006	03060006	0	0	00	31	10	0	0	4	1	1	1	1	1	1	1	5000000	-1	0	3	0	0	9	9,6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	204,204	612,612	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0067	幽冥鬼手	w0042	10100006	0	02060007	03060007	0	0	00	31	10	0	0	4	1	1	1	1	1	1	1	5000000	-1	0	3	0	0	9	9,6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	204,204	612,612	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	来自鬼蜮的武器，见过的人都不在世上了	
0068	少校军衔证明	t0001	10130005	0	0	0	0	0	00	41	0	0	0	0	0	1	1	1	1	1	0	0	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	海盗王官方颁布少校军衔证明	
0069	中校军衔证明	t0001	10130005	0	0	0	0	0	00	41	0	0	0	0	0	1	1	1	1	1	0	0	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	海盗王官方颁布中校军衔证明	
0070	上校军衔证明	t0001	10130005	0	0	0	0	0	00	41	0	0	0	0	0	1	1	1	1	1	0	0	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	海盗王官方颁布上校军衔证明	
0071	将军军衔证明	t0001	10130005	0	0	0	0	0	00	41	0	0	0	0	0	1	1	1	1	1	0	0	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	海盗王官方颁布将军军衔证明	
0072	元帅军衔证明	t0001	10130005	0	0	0	0	0	00	41	0	0	0	0	0	1	1	1	1	1	0	0	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	海盗王官方颁布元帅军衔证明	
0073	短匕首	w0043	10100007	01070001	0	03070001	04070001	0	00	7	10	0	0	7	1	1	1	1	1	1	1	1218	1,3,4	10	4,16	0	0	9	-1	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	50,50	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,10	0,10	0,10	0,10	0,10	0,0	0,0	0,0	46,84	58,104	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	比较小的匕首，藏在衣间用来防身	
0074	长刺	w0044	10100007	01070002	0	03070002	04070002	0	00	7	10	0	0	7	1	1	1	1	1	1	1	5876	1,3,4	20	4,16	0	0	9	-1	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	60,60	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,10	0,10	0,10	0,10	0,10	0,0	0,0	0,0	84,120	104,148	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	比短匕首要长一点，每一个成功的航海士都用过它	
0075	分水刺	w0045	10100007	01070003	0	03070003	04070003	0	00	7	10	0	0	6	1	1	1	1	1	1	1	15538	1,3,4	30	4,16	0	0	9	-1	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	60,60	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,11	0,11	0,11	0,11	0,11	0,0	0,0	0,0	119,153	147,189	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	只要够快，连水都能分开的武器，这不过是传说而已	
0076	月牙刺	w0046	10100007	01070004	0	03070004	04070004	0	00	7	10	0	0	6	1	1	1	1	1	1	1	31347	1,3,4	40	16	0	0	9	-1	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	70,70	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,12	0,12	0,12	0,12	0,12	0,0	0,0	0,0	153,185	189,225	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0077	狼牙刺	w0047	10100007	01070005	0	03070005	04070005	0	00	7	10	0	0	5	1	1	1	1	1	1	1	54262	1,3,4	50	16	0	0	9	-1	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	70,70	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,13	0,13	0,13	0,13	0,13	0,0	0,0	0,0	184,214	226,264	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0078	龙王匕首	w0048	10100007	01070006	0	03070006	04070006	0	00	7	10	0	0	4	1	1	1	1	1	1	1	85126	1,3,4	60	16	0	0	9	-1	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	80,80	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,15	0,15	0,15	0,15	0,15	0,0	0,0	0,0	214,240	262,296	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	海龙王的防身兵刃，能带来神的赐福	
0079	海神戟	w0049	10100007	01070007	0	03070007	04070007	0	00	7	10	0	0	4	1	1	1	1	1	1	1	124698	1,3,4	70	16	0	0	9	-1	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	80,80	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,17	0,17	0,17	0,17	0,17	0,0	0,0	0,0	241,265	295,327	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0080	尖匕首	w0270	10100007	01070010	0	03070010	04070010	0	00	7	10	0	0	7	1	1	1	1	1	1	1	2884	1,3,4	15	4,16	0	0	9	-1	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	50,60	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,10	0,10	0,10	0,10	0,10	0,0	0,0	0,0	65,103	81,127	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0081	速刃	w0273	10100007	01070013	0	03070013	04070013	0	00	7	10	0	0	7	1	1	1	1	1	1	1	9885	1,3,4	25	4,16	0	0	9	-1	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	60,60	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,10	0,10	0,10	0,10	0,10	0,0	0,0	0,0	102,136	126,168	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0082	利刃刺	w0274	10100007	01070015	0	03070015	04070015	0	00	7	10	0	0	6	1	1	1	1	1	1	1	22491	1,3,4	35	4,16	0	0	9	-1	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	60,70	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,11	0,11	0,11	0,11	0,11	0,0	0,0	0,0	136,170	168,210	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0083	水晶刃	w0046	10100007	01070004	0	03070004	04070004	0	00	7	10	0	0	6	1	1	1	1	1	1	1	41742	1,3,4	45	16	0	0	9	-1	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	70,70	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,12	0,12	0,12	0,12	0,12	0,0	0,0	0,0	169,199	207,245	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0084	嗜血利刃	w0226	10100007	01070021	0	03070021	04070021	0	00	7	10	0	0	5	1	1	1	1	1	1	1	68532	1,3,4	55	16	0	0	9	-1	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	70,80	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,14	0,14	0,14	0,14	0,14	0,0	0,0	0,0	199,229	245,279	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
