//编号	技能名称	标识是否是生活技能	职业	左手武器限制	右手武器限制	身体装备限制	贝壳使用检测	技能阶段	技能类型	有益/有害	学习等级	前置技能	技能点消耗	施放者形态	适用地点	释放距离	作用对象	攻击模式	角度	半径	技能区域形状	技能前期处理公式	技能添加地面状态公式	技能sp公式	耐久度消耗公式	冲值消耗公式	技能区域公式	施放阶段公式	效果阶段公式	正效果公式	反效果公式	绑定的可手动移除状态编号	自身参数	自身效果	消耗物品	持续时间	目标参数	溅射参数	目标持续效果	溅射持续效果	变身编号	召唤编号	释放时间	再施放时间	伤害表现	动作播放	动作	keyframe	攻击音效	人物dummy	人物特效	基准值	道具dummy	道具特效	道具特效2	飞行keyfram	人物dummy	道具dummy	飞行特效	飞行速度	受击音效	dummy	人物受击特效	特效时间点	地面受击特效	水面受击特效	ICON	技能播放次数	操作执行命令	说明	效果	消耗	备注																																		
0284	Black Dragon Fireball	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	1000	4	1	0	0	0	0	0	SkillSp_BlackYq	0	0	0	0	Skill_BlackYq_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_BlackYq	2	1	7	-1	56	1	889	0	0	0,0	0,0	0	5	-1	1062	1600	57	2	891	-1	892	0	s0087.tga	0	0	Monster Skill	Deals magical damage. Damage is determined by skill level and Spirit	0	0
0285	Black Dragon Summon	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	1	1	0	1	2	0	0	4	0	0	0	0	0	SkillArea_Circle_BlackZh	0	Skill_BlackZh_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_BlackZh	0	1	11	-1	40	-1	893	0	0	0,0	0,0	0	9	-1	0	0	-1	2	0	0	0	0	s0225.tga	0	0	Monster Skill	Monster Skill	0	0
0286	Deathsoul Magma Bullet	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	2	2	1000	4	1	0	0	0	0	0	0	0	0	0	0	Skill_wlrsd_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_wlrsd	2	1	11	-1	146	-1	284	0	0	0,0	0,0	0	2	-1	1063	1600	147	-1	900	0	0	315	s0225.tga	0	0	Monster Skill	Monster Skill	0	0
0287	Deathsoul Acceleration	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	2	2	0	1	1	0	0	0	0	0	0	0	0	0	0	Skill_wljs_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_wljs	0	1	11	-1	40	-1	0	0	0	0,0	0,0	0	-1	-1	0	0	57	-1	0	0	0	0	s0225.tga	0	0	Monster Skill	Monster Skill	0	0
0288	Firegun Attack	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	1000	4	1	0	0	0	0	0	0	0	0	0	0	Skill_hqgj_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_hqgj	1	1	7,8,9	0	70	10	905	0	0	0,0	0,0	0	9	-1	0	0	57	2	909	-2	0	0	s0225.tga	0	0	Monster Skill	Monster Skill	0	0
0289	Deathsoul Roquet	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	200	4	1	0	0	0	0	0	0	0	0	0	0	Skill_wljy_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_wljy	1	1	11	-1	40	9	0	0	0	0,0	0,0	0	9	-1	0	0	57	2	902	0	0	0	s0225.tga	0	0	Monster Skill	Monster Skill	0	0
0290	Laser Beam	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	1000	4	1	0	0	0	0	0	0	0	0	0	0	Skill_jgs_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_jgs	2	1	11	-1	40	1	903	0	0	0,0	0,0	0	1	-1	0	0	71	2	904	0	0	0	s0225.tga	0	0	Monster Skill	Monster Skill	0	0
0291	Deathsoul Poison Dart	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	3	1000	4	1	0	0	0	0	0	0	0	0	0	0	Skill_wldb_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_wldb	2	1	10	-1	40	-1	249	0	0	0,0	0,0	0	9	-1	2004	1600	57	2	198	0	0	0	s0225.tga	0	0	Monster Skill	Monster Skill	0	0
0292	Deathsoul Summon	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	1	1	0	1	2	0	0	4	0	0	0	0	0	SkillArea_Circle_wlzh	0	Skill_wlzh_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_wlzh	0	1	11	-1	40	-1	906	0	0	0,0	0,0	0	5	-1	0	0	57	2	0	0	0	0	s0225.tga	0	0	Monster Skill	Monster Skill	0	0
0293	Ranged Blast	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	1000	4	1	0	0	0	0	0	0	0	0	0	0	Skill_ycbp_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_ycbp	1	1	11	-1	40	-1	0	0	0	0,0	0,0	0	5	-1	0	0	147	2	907	0	0	0	s0225.tga	0	0	Monster Skill	Monster Skill	0	0
0294	Cloud Attack	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	1000	4	2	0	0	4	0	SkillArea_State_ywgj	0	0	0	SkillArea_Circle_ywgj	0	Skill_ywgj_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_ywgj	1	1	11	-1	112	-1	281	0	0	0,0	0,0	0	5	-1	0	0	57	2	282	0	0	0	s0225.tga	0	0	Monster Skill	Monster Skill	0	0
0295	Encumbered Skeleton	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	2	2	800	4	1	0	0	0	0	0	0	0	0	0	0	Skill_klcs_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_klcs	1	1	11	0	104	-1	0	0	0	0,0	0,0	0	5	-1	0	0	105	-1	910	0	0	0	s0225.tga	0	0	Monster Skill	Monster Skill	0	0
0296	Mytho Teleportation	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	2	2	1000	4	1	0	0	0	0	0	0	0	0	0	0	Skill_lyyd_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_lyyd	0	1	11	-1	40	-1	911	0	0	0,0	0,0	0	5	-1	0	0	57	-1	911	0	0	0	s0225.tga	0	0	Monster Skill	Monster Skill	0	0
0297	Skeletar Shielding	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	2	3	0	1	1	0	0	0	0	0	0	0	0	0	0	Skill_klhd_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_klhd	1	1	11	-1	40	-1	0	0	0	0,0	0,0	0	5	-1	0	0	57	-1	0	0	0	0	s0225.tga	0	0	Monster Skill	Monster Skill	0	0
0298	Evil Attack	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	2	3	1000	4	1	0	0	0	0	0	0	0	0	0	0	Skill_xegj_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_xegj	2	1	11	-1	114	-1	0	0	-1	0,0	0,0	-1	2	-1	1064	1600	93	-1	923	0	0	0	s0225.tga	0	0	Monster Skill	Monster Skill	0	0
0299	Deathsoul Slice	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	150	4	1	0	0	0	0	0	0	0	0	0	0	Skill_wllk_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_wllk	1	1	11	-1	40	1	913	0	0	0,0	0,0	0	5	-1	0	0	41	2	0	0	0	0	s0225.tga	0	0	Monster Skill	Monster Skill	0	0
0301	Roar of Deathsoul	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	1	1	0	1	2	0	0	0	0	0	0	0	0	0	0	Skill_wlnh_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_wlnh	1	1	11	-1	40	-1	914	0	0	0,0	0,0	0	5	-1	0	0	57	2	0	0	0	0	s0225.tga	0	0	Monster Skill	Monster Skill	0	0
0302	Deathsoul Taunt	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	0	4	2	0	0	4	0	0	0	0	0	SkillArea_Circle_wlcx	0	Skill_wlcx_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_wlcx	1	1	10	-1	40	-1	915	0	0	0,0	0,0	0	5	-1	0	0	57	2	0	0	0	0	s0225.tga	0	0	Monster Skill	Monster Skill	0	0
0303	Cursed Blood	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	0	4	2	0	0	4	0	0	0	0	0	SkillArea_Circle_zzzx	0	Skill_zzzx_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_zzzx	1	1	12	-1	40	-1	925	0	0	0,0	0,0	0	5	-1	0	0	-1	2	916	0	0	0	s0225.tga	0	0	Monster Skill	Monster Skill	0	0
0304	Moonlight Recovery	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	0	5	1	0	0	0	0	0	0	0	0	0	0	Skill_yghf_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_yghf	1	1	11	-1	72	-1	917	0	0	0,0	0,0	0	5	-1	0	0	73	2	0	0	0	0	s0225.tga	0	0	Monster Skill	Monster Skill	0	0
0305	Deathsoul Water Arrow	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	2	2	1000	4	1	0	0	0	0	0	0	0	0	0	0	Skill_wlsj_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_wlsj	2	1	11	-1	40	-1	0	0	0	0,0	0,0	0	5	-1	1066	1600	93	2	924	0	0	0	s0225.tga	0	0	Monster Skill	Monster Skill	0	0
0306	Deathsoul Whirlpool	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	2	2	0	4	2	0	0	4	0	SkillArea_State_wlxw	0	0	0	SkillArea_Circle_wlxw	0	Skill_wlxw_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_wlxw	1	1	11	-1	40	-1	278	0	0	0,0	0,0	0	5	-1	0	0	57	2	0	0	918	0	s0225.tga	0	0	Monster Skill	Monster Skill	0	0
0307	Deathsoul Lightning Curtain	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	2	3	1000	4	2	0	0	3	0	SkillArea_State_wllm	0	0	0	SkillArea_Circle_wllm	0	Skill_wllm_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_wllm	1	1	11	-1	114	-1	288	0	0	0,0	0,0	-1	-1	-1	0	0	115	-1	289	0	290	0	s0225.tga	0	0	Monster Skill	Monster Skill	0	0
0308	Bomb Throwing	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	1000	4	1	0	0	0	0	0	0	0	0	0	0	Skill_zdtz_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_zdtz	2	0	12	1	40	-1	0	0	0	0,0	0,0	0	5	-1	1065	1500	147	2	919	0	0	0	s0225.tga	0	0	Monster Skill	Monster Skill	0	0
0309	Spiritual Dart	1	-1,10	1,-1	1,-1	1,-1	-1	-1	-1	0	-1	-1	1	1	3	1500	4	1	0	0	0	0	0	0	0	0	0	0	Skill_jsfd_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_jsfd	2	1	7	-1	151	-1	0	0	-1	0,0	0,0	0	2	-1	1024	1600	-1	2	226	0	0	0	s0225.tga	0	0	Monster Skill	Monster Skill	0	0
0310	Physical Dart	1	-1,10	1,-1	1,-1	1,-1	-1	-1	-1	0	-1	-1	1	1	3	1500	4	1	0	0	0	0	0	0	0	0	0	0	Skill_wlfd_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_wlfd	2	1	7	-1	151	-1	0	0	-1	0,0	0,0	0	2	-1	1024	1600	-1	2	226	0	0	0	s0225.tga	0	0	Monster Skill	Monster Skill	0	0
0311	Self Destruct	2	-1,10	1,-1	1,-1	1,-1	-1	-1	1	0	-1	-1	0	1	1	0	7	2	0	0	4	0	0	0	0	0	SkillArea_Circle_jlzb	Skill_jlzb_Begin	Skill_jlzb_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_jlzb	1	1	12	0	44	-1	252	0	-1	0,0	0,0	-1	-1	-1	0	0	45	-1	891	-2	892	0	s0235.tga	0	0	精灵技能	新一代精灵的恐怖技能，依照精灵等级给予周围生物毁灭性的打击	损耗精灵体力，消耗玩家的HP并可能造成眩晕	0	
0312	Fairy effect 1	2	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	1	1	1000	5	1	0	0	0	0	0	0	0	0	0	Skill_Jltx1_Begin	Skill_Jltx1_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Jltx1	1	1	12	-1	88	-1	0	0	0	0,0	0,0	0	9	-1	0	0	-1	-1	0	0	0	0	s0240.tga	0	0	精灵技能	向目标头上施加一个大便效果	精灵硬币一个	0	
0313	Fairy effect 2	2	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	1	1	1000	5	1	0	0	0	0	0	0	0	0	0	Skill_Jltx2_Begin	Skill_Jltx2_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Jltx2	1	1	12	-1	88	-1	0	0	1	0,0	0,0	-1	-1	-1	0	0	-1	-1	0	0	0	0	s0241.tga	0	0	精灵技能	向目标头上施加一个短裤效果	精灵硬币一个	0	
0314	Fairy effect 3	2	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	1	1	1000	5	1	0	0	0	0	0	0	0	0	0	Skill_Jltx3_Begin	Skill_Jltx3_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Jltx3	1	1	12	-1	88	-1	0	0	1	0,0	0,0	-1	-1	-1	0	0	-1	-1	0	0	0	0	s0242.tga	0	0	精灵技能	向目标头上施加一个胸罩效果	精灵硬币一个	0	
0315	Fairy effect 4	2	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	1	1	1000	5	1	0	0	0	0	0	0	0	0	0	Skill_Jltx4_Begin	Skill_Jltx4_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Jltx4	1	1	12	-1	88	-1	0	0	1	0,0	0,0	-1	-1	-1	0	0	-1	-1	0	0	0	0	s0243.tga	0	0	精灵技能	向目标头上施加一个落钱效果	精灵硬币一个	0	
0316	Fairy effect 5	2	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	1	1	1000	5	1	0	0	0	0	0	0	0	0	0	Skill_Jltx5_Begin	Skill_Jltx5_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Jltx5	1	1	12	-1	88	-1	0	0	1	0,0	0,0	-1	-1	-1	0	0	-1	-1	0	0	0	0	s0244.tga	0	0	精灵技能	向目标头上施加一个“我是白痴”效果	精灵硬币一个	0	
0317	Fairy effect 6	2	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	1	1	1000	5	1	0	0	0	0	0	0	0	0	0	Skill_Jltx6_Begin	Skill_Jltx6_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Jltx6	1	1	12	-1	88	-1	0	0	1	0,0	0,0	-1	-1	-1	0	0	-1	-1	0	0	0	0	s0245.tga	0	0	精灵技能	向目标头上施加一个“都来鄙视我”效果	精灵硬币一个	0	
0318	Fairy effect 7	2	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	1	1	1000	5	1	0	0	0	0	0	0	0	0	0	Skill_Jltx7_Begin	Skill_Jltx7_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Jltx7	1	1	12	-1	88	-1	0	0	1	0,0	0,0	-1	-1	-1	0	0	-1	-1	0	0	0	0	s0246.tga	0	0	精灵技能	向目标头上施加一个“我是骗子”效果	精灵硬币一个	0	
0319	Fairy effect 8	2	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	1	1	1000	5	1	0	0	0	0	0	0	0	0	0	Skill_Jltx8_Begin	Skill_Jltx8_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Jltx8	1	1	12	-1	88	-1	0	0	1	0,0	0,0	-1	-1	-1	0	0	-1	-1	0	0	0	0	s0247.tga	0	0	精灵技能	向目标头上施加一个“见过我这么傻的吗”效果	精灵硬币一个	0	
0320	Shoe Barrage	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	300	4	1	0	0	0	0	0	0	0	0	0	0	Skill_xzlw_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	7	0	-1	-1	0	0	-1	0,0	0,0	-1	-1	-1	0	0	-1	1	927	0	0	0	0	0	0	Monster Skill	Monster Skill	0	0	
0321	烹饪	0	-1,10	1,-1	1,1	1,-1	-1	1	0	0	-1	-1	1	1	1	0	1	1	0	0	0	0	0	SkillSp_Cooking	0	0	0	0	Skill_Cooking_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Cooking	1	1	29	0	120	-1	0	0	1	0,0	0,0	0	-1	-1	0	0	-1	0	0	0	0	0	cutting.tga	1	0	装备伐木斧后采集木材的技能	等级1时只能采集到等级1的木材，每升一级可以多采集到一个等级的木材	无使用消耗	0																																		
0322	制造	0	-1,10	1,-1	1,1	1,-1	-1	1	0	0	-1	-1	1	1	1	0	1	1	0	0	0	0	0	SkillSp_Making	0	0	0	0	Skill_Making_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Making	1	1	29	0	120	-1	0	0	1	0,0	0,0	0	-1	-1	0	0	-1	0	0	0	0	0	cutting.tga	1	0	装备伐木斧后采集木材的技能	等级1时只能采集到等级1的木材，每升一级可以多采集到一个等级的木材	无使用消耗	0																																		
0323	铸造	0	-1,10	1,-1	1,1	1,-1	-1	1	0	0	-1	-1	1	1	1	0	1	1	0	0	0	0	0	SkillSp_Founding	0	0	0	0	Skill_Founding_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Founding	1	1	29	0	120	-1	0	0	1	0,0	0,0	0	-1	-1	0	0	-1	0	0	0	0	0	cutting.tga	1	0	装备伐木斧后采集木材的技能	等级1时只能采集到等级1的木材，每升一级可以多采集到一个等级的木材	无使用消耗	0																																		
0324	分解	0	-1,10	1,-1	1,1	1,-1	-1	1	0	0	-1	-1	1	1	1	0	1	1	0	0	0	0	0	SkillSp_Dismissing	0	0	0	0	Skill_Dismissing_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Dismissing	1	1	29	0	120	-1	0	0	1	0,0	0,0	0	-1	-1	0	0	-1	0	0	0	0	0	cutting.tga	1	0	装备伐木斧后采集木材的技能	等级1时只能采集到等级1的木材，每升一级可以多采集到一个等级的木材	无使用消耗	0																																		
0325	幻影斩幻像	1	-1,10	1,-1	1,-1	1,-1	-1	2	1	0	-1	-1	1	1	3	800	4	1	0	0	0	0	0	SkillSp_HyzHX	0	0	0	0	Skill_HyzHX_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_HyzHX	2	1	14	0	40	2	186	0	0	218,0	0,0	0	9	-1	1018	1600	41	2	195	-1	0	0	s0081.tga	0	0	利用剑气对远距离的单体造成伤害的技能	根据角色的攻击速度和技能等级提高攻击力	固定消耗20SP	0																																		
0326	贝壳冲击幻像	1	-1,10	1,-1	1,-1	1,-1	-1	2	1	0	-1	-1	1	1	1	600	4	2	0	0	1	0	0	SkillSp_BkcjHX	0	0	SkillArea_Line_BkcjHX	0	Skill_BkcjHX_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_BkcjHX	1	1	13	0	106	6,-1	265,266	0,0	0	0,0	0,0	0	-1	-1	0	0	107	2	267	0	0	0	s0216.tga	0	0	利用冲击贝对直线上的敌人造成伤害的技能	伤害值随着技能等级的提升而提升，同时使用者的精神值也会对技能产生影响，需要装备冲击贝	等级1时消耗23SP，每升一级多消耗3SP	0																																		
0327	暴头幻像	1	-1,10	1,-1	1,-1	1,-1	-1	2	1	0	-1	-1	1	1	1	1000	4	1	0	0	0	0	0	SkillSp_BtHX	0	0	0	0	Skill_BtHX_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_BtHX	2	1	7	0	70	-1	0	0	1	256,-1	257,0	0	-1	-1	0	0	71	2	258	0	0	0	s0096.tga	0	0	依靠精确的射击，跳过所有防御，直接对敌人造成伤害	等级1时造成350点无视防御的伤害并附加敌人当前血量5%～10%的额外伤害，每升一级提升30的伤害	等级1时消耗32SP，每升一级多消耗2SP	0																																		
0328	心灵冲撞幻像	1	-1,10	1,-1	1,-1	1,-1	-1	2	1	0	-1	-1	1	1	1	800	4	1	0	0	0	0	0	SkillSp_XlczHX	0	0	0	0	Skill_XlczHX_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_XlczHX	2	1	11	-1	92	-1	190	0	-1	0,0	0,0	0	9	1	2003	1200	93	2	0	-2	0	0	s0099.tga	0	0	用心灵的力量给与敌人打击	对敌人造成魔法伤害，无视物理防御，伤害与使用者精神力和等级有关	等级1时消耗32SP，每升一级多消耗2SP	0																																		
0329	手雷	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	1000	4	1	0	0	0	0	0	0	0	0	0	Skill_Shoulei1_Begin	Skill_Shoulei1_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	1	1	7,8,9	-1	0	-1	0	0	0	0,0	0,0	0	5	-1	0	0	147	2	907	0	0	0	0	0	0	1135	怪物技能	0	0																																		
0330	闪光弹	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	800	4	2	0	0	4	0	0	0	0	0	SkillArea_Circle_ShanGD1	Skill_ShanGD1_Begin	Skill_ShanGD1_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	1	1	7,8,9	-1	-1	-1	0	0	0	0,0	0,0	-1	-1	-1	1067	1800	147	-1	0	-2	223	0	0	0	0	1136	怪物技能	0	0																																		
0331	辐射	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	0	4	2	0	0	4	0	0	0	0	0	SkillArea_Circle_FuShe1	Skill_FuShe1_Begin	Skill_FuShe1_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	1	1	12	-1	56	-1	221	0	0	218,0	0,0	0	9	-1	2004	1600	57	2	198	0	0	0	0	0	0	1137	等级1时每秒造成12的伤害，持续17秒，每升一级伤害提升2点，持续时间延长2秒	固定消耗20SP	0																																		
0332	幽灵探测器	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	600	4	2	0	0	3	0	SkillArea_State_YouL1	0	0	0	SkillArea_Square_YouL1	Skill_YouL1_Begin	Skill_YouL1_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	1	1	12	0	80	-1	175	0	-1	0,0	0,0	-1	-1	-1	0	0	-1	-1	0	-2	0	0	0	0	0	1138	等级1时持续时间为35秒，每升一级多增加15秒	等级1时消耗13，每升一级多消耗3SP	0																																		
0333	船只加速器	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	2	2	0	1	1	0	0	0	0	0	0	0	0	0	Skill_JiaSuQi1_Begin	Skill_JiaSuQi1_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	0	1	11	-1	108	-1	0	0	0	0,0	0,0	0	-1	-1	0	0	57	-1	0	0	0	0	0	0	0	1139	怪物技能	0	0																																		
0334	船只喷射器器	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	2	2	0	1	1	0	0	0	0	0	0	0	0	0	Skill_PengSheQi1_Begin	Skill_PengSheQi1_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	0	1	11	-1	147	-1	0	0	0	0,0	0,0	0	-1	-1	0	0	57	-1	0	0	0	0	0	0	0	1140	怪物技能	0	0																																		
0335	船只破甲弹	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	2	2	800	4	1	0	0	0	0	0	0	0	0	0	Skill_PoJiaDan1_Begin	Skill_PoJiaDan1_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	2	1	11	-1	146	-1	0	0	-1	0,0	0,0	-1	2	-1	1064	1600	147	-1	305	0	0	315	0	0	0	1141	每升一级减少敌人4点防御，持续15秒	固定消耗25sp	0																																		
0336	船只破刃弹	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	2	2	800	4	1	0	0	0	0	0	0	0	0	0	Skill_PoRenDan1_Begin	Skill_PoRenDan1_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	2	1	11	-1	146	-1	0	0	0	0,0	0,0	0	2	-1	1064	1600	147	-1	305	0	0	315	0	0	0	1141	每升一级减少敌人4点防御，持续15秒	固定消耗25sp	0																																		
0337	船只燃烧弹	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	2	2	1000	4	1	0	0	0	0	0	0	0	0	0	Skill_RanShaoDan1_Begin	Skill_RanShaoDan1_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	2	1	11	-1	146	-1	284	0	0	0,0	0,0	0	7	-1	1063	1600	147	-1	900	0	0	315	0	0	0	1143	怪物技能	0	0																																		
0338	制造	0	-1,10	1,-1	1,75	1,-1	-1	6	0	0	-1	-1	1	1	1	200	18	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	29	0	120	-1	0	0	1	0,0	0,0	0	-1	-1	0	0	-1	0	0	0	0	0	s0236.tga	1	0	制造	制造	无使用消耗	0																																		
0339	烹饪	0	-1,10	1,-1	1,75	1,-1	-1	6	0	0	-1	-1	1	1	1	200	18	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	29	0	120	-1	0	0	1	0,0	0,0	0	-1	-1	0	0	-1	0	0	0	0	0	s0238.tga	1	0	烹饪	烹饪	无使用消耗	0																																		
0340	铸造	0	-1,10	1,-1	1,75	1,-1	-1	6	0	0	-1	-1	1	1	1	200	18	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	29	0	120	-1	0	0	1	0,0	0,0	0	-1	-1	0	0	-1	0	0	0	0	0	s0237.tga	1	0	铸造	铸造	无使用消耗	0																																		
0341	分解	0	-1,10	1,-1	1,75	1,-1	-1	6	0	0	-1	-1	1	1	1	200	18	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	29	0	120	-1	0	0	1	0,0	0,0	0	-1	-1	0	0	-1	0	0	0	0	0	s0239.tga	1	0	分解	分解	无使用消耗	0																																		
